state,county,site,paramCode,poc,lat,lng,datum,paramName,date,time,utc,dateGMT,timeGMT,sample,units
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,10:00,1/2/18 4:00 PM,1/2/18,16:00,0.02,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,11:00,1/2/18 5:00 PM,1/2/18,17:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,12:00,1/2/18 6:00 PM,1/2/18,18:00,0.03,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,13:00,1/2/18 7:00 PM,1/2/18,19:00,0.031,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,14:00,1/2/18 8:00 PM,1/2/18,20:00,0.03,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,15:00,1/2/18 9:00 PM,1/2/18,21:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,16:00,1/2/18 10:00 PM,1/2/18,22:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,17:00,1/2/18 11:00 PM,1/2/18,23:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,18:00,1/3/18 12:00 AM,1/3/18,0:00,0.022,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,19:00,1/3/18 1:00 AM,1/3/18,1:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,20:00,1/3/18 2:00 AM,1/3/18,2:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,21:00,1/3/18 3:00 AM,1/3/18,3:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,22:00,1/3/18 4:00 AM,1/3/18,4:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/2/18,23:00,1/3/18 5:00 AM,1/3/18,5:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,0:00,1/3/18 6:00 AM,1/3/18,6:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,1:00,1/3/18 7:00 AM,1/3/18,7:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,2:00,1/3/18 8:00 AM,1/3/18,8:00,0.022,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,3:00,1/3/18 9:00 AM,1/3/18,9:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,4:00,1/3/18 10:00 AM,1/3/18,10:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,5:00,1/3/18 11:00 AM,1/3/18,11:00,0.019,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,6:00,1/3/18 12:00 PM,1/3/18,12:00,0.014,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,7:00,1/3/18 1:00 PM,1/3/18,13:00,0.015,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,8:00,1/3/18 2:00 PM,1/3/18,14:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,9:00,1/3/18 3:00 PM,1/3/18,15:00,0.018,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,10:00,1/3/18 4:00 PM,1/3/18,16:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,11:00,1/3/18 5:00 PM,1/3/18,17:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,12:00,1/3/18 6:00 PM,1/3/18,18:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,13:00,1/3/18 7:00 PM,1/3/18,19:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,14:00,1/3/18 8:00 PM,1/3/18,20:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,15:00,1/3/18 9:00 PM,1/3/18,21:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,16:00,1/3/18 10:00 PM,1/3/18,22:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,17:00,1/3/18 11:00 PM,1/3/18,23:00,0.019,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,18:00,1/4/18 12:00 AM,1/4/18,0:00,0.02,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,19:00,1/4/18 1:00 AM,1/4/18,1:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,20:00,1/4/18 2:00 AM,1/4/18,2:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,21:00,1/4/18 3:00 AM,1/4/18,3:00,0.018,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,22:00,1/4/18 4:00 AM,1/4/18,4:00,0.015,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/3/18,23:00,1/4/18 5:00 AM,1/4/18,5:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,0:00,1/4/18 6:00 AM,1/4/18,6:00,0.02,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,1:00,1/4/18 7:00 AM,1/4/18,7:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,2:00,1/4/18 8:00 AM,1/4/18,8:00,0.011,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,3:00,1/4/18 9:00 AM,1/4/18,9:00,0.007,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,4:00,1/4/18 10:00 AM,1/4/18,10:00,0.006,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,5:00,1/4/18 11:00 AM,1/4/18,11:00,0.003,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,6:00,1/4/18 12:00 PM,1/4/18,12:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,7:00,1/4/18 1:00 PM,1/4/18,13:00,0.003,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,8:00,1/4/18 2:00 PM,1/4/18,14:00,0.009,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,9:00,1/4/18 3:00 PM,1/4/18,15:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,10:00,1/4/18 4:00 PM,1/4/18,16:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,11:00,1/4/18 5:00 PM,1/4/18,17:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,12:00,1/4/18 6:00 PM,1/4/18,18:00,0.03,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,13:00,1/4/18 7:00 PM,1/4/18,19:00,0.031,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,14:00,1/4/18 8:00 PM,1/4/18,20:00,0.03,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,15:00,1/4/18 9:00 PM,1/4/18,21:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,16:00,1/4/18 10:00 PM,1/4/18,22:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,17:00,1/4/18 11:00 PM,1/4/18,23:00,0.015,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,18:00,1/5/18 12:00 AM,1/5/18,0:00,0.009,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,19:00,1/5/18 1:00 AM,1/5/18,1:00,0.004,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,20:00,1/5/18 2:00 AM,1/5/18,2:00,0.005,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,21:00,1/5/18 3:00 AM,1/5/18,3:00,0.005,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,22:00,1/5/18 4:00 AM,1/5/18,4:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/4/18,23:00,1/5/18 5:00 AM,1/5/18,5:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,0:00,1/5/18 6:00 AM,1/5/18,6:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,1:00,1/5/18 7:00 AM,1/5/18,7:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,2:00,1/5/18 8:00 AM,1/5/18,8:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,3:00,1/5/18 9:00 AM,1/5/18,9:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,4:00,1/5/18 10:00 AM,1/5/18,10:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,5:00,1/5/18 11:00 AM,1/5/18,11:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,6:00,1/5/18 12:00 PM,1/5/18,12:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,7:00,1/5/18 1:00 PM,1/5/18,13:00,0.004,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,8:00,1/5/18 2:00 PM,1/5/18,14:00,0.016,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,9:00,1/5/18 3:00 PM,1/5/18,15:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,10:00,1/5/18 4:00 PM,1/5/18,16:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,13:00,1/5/18 7:00 PM,1/5/18,19:00,0.032,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,14:00,1/5/18 8:00 PM,1/5/18,20:00,0.031,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,15:00,1/5/18 9:00 PM,1/5/18,21:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,16:00,1/5/18 10:00 PM,1/5/18,22:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,17:00,1/5/18 11:00 PM,1/5/18,23:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,18:00,1/6/18 12:00 AM,1/6/18,0:00,0.011,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,19:00,1/6/18 1:00 AM,1/6/18,1:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,20:00,1/6/18 2:00 AM,1/6/18,2:00,0.004,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,21:00,1/6/18 3:00 AM,1/6/18,3:00,0.005,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,22:00,1/6/18 4:00 AM,1/6/18,4:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/5/18,23:00,1/6/18 5:00 AM,1/6/18,5:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,0:00,1/6/18 6:00 AM,1/6/18,6:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,1:00,1/6/18 7:00 AM,1/6/18,7:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,2:00,1/6/18 8:00 AM,1/6/18,8:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,3:00,1/6/18 9:00 AM,1/6/18,9:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,4:00,1/6/18 10:00 AM,1/6/18,10:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,5:00,1/6/18 11:00 AM,1/6/18,11:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,6:00,1/6/18 12:00 PM,1/6/18,12:00,0.001,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,7:00,1/6/18 1:00 PM,1/6/18,13:00,0.002,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,8:00,1/6/18 2:00 PM,1/6/18,14:00,0.012,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,9:00,1/6/18 3:00 PM,1/6/18,15:00,0.019,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,10:00,1/6/18 4:00 PM,1/6/18,16:00,0.022,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,11:00,1/6/18 5:00 PM,1/6/18,17:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,12:00,1/6/18 6:00 PM,1/6/18,18:00,0.03,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,13:00,1/6/18 7:00 PM,1/6/18,19:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,14:00,1/6/18 8:00 PM,1/6/18,20:00,0.029,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,15:00,1/6/18 9:00 PM,1/6/18,21:00,0.032,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,16:00,1/6/18 10:00 PM,1/6/18,22:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,17:00,1/6/18 11:00 PM,1/6/18,23:00,0.015,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,18:00,1/7/18 12:00 AM,1/7/18,0:00,0.01,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,19:00,1/7/18 1:00 AM,1/7/18,1:00,0.01,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,20:00,1/7/18 2:00 AM,1/7/18,2:00,0.011,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,21:00,1/7/18 3:00 AM,1/7/18,3:00,0.011,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,22:00,1/7/18 4:00 AM,1/7/18,4:00,0.019,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/6/18,23:00,1/7/18 5:00 AM,1/7/18,5:00,0.019,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,0:00,1/7/18 6:00 AM,1/7/18,6:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,1:00,1/7/18 7:00 AM,1/7/18,7:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,2:00,1/7/18 8:00 AM,1/7/18,8:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,3:00,1/7/18 9:00 AM,1/7/18,9:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,4:00,1/7/18 10:00 AM,1/7/18,10:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,5:00,1/7/18 11:00 AM,1/7/18,11:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,6:00,1/7/18 12:00 PM,1/7/18,12:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,7:00,1/7/18 1:00 PM,1/7/18,13:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,8:00,1/7/18 2:00 PM,1/7/18,14:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,9:00,1/7/18 3:00 PM,1/7/18,15:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,10:00,1/7/18 4:00 PM,1/7/18,16:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,11:00,1/7/18 5:00 PM,1/7/18,17:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,12:00,1/7/18 6:00 PM,1/7/18,18:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,13:00,1/7/18 7:00 PM,1/7/18,19:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,14:00,1/7/18 8:00 PM,1/7/18,20:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,15:00,1/7/18 9:00 PM,1/7/18,21:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,16:00,1/7/18 10:00 PM,1/7/18,22:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,17:00,1/7/18 11:00 PM,1/7/18,23:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,18:00,1/8/18 12:00 AM,1/8/18,0:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,19:00,1/8/18 1:00 AM,1/8/18,1:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,20:00,1/8/18 2:00 AM,1/8/18,2:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,21:00,1/8/18 3:00 AM,1/8/18,3:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,22:00,1/8/18 4:00 AM,1/8/18,4:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/7/18,23:00,1/8/18 5:00 AM,1/8/18,5:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,0:00,1/8/18 6:00 AM,1/8/18,6:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,1:00,1/8/18 7:00 AM,1/8/18,7:00,0.024,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,2:00,1/8/18 8:00 AM,1/8/18,8:00,0.021,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,3:00,1/8/18 9:00 AM,1/8/18,9:00,0.02,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,4:00,1/8/18 10:00 AM,1/8/18,10:00,0.018,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,5:00,1/8/18 11:00 AM,1/8/18,11:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,6:00,1/8/18 12:00 PM,1/8/18,12:00,0.016,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,7:00,1/8/18 1:00 PM,1/8/18,13:00,0.014,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,8:00,1/8/18 2:00 PM,1/8/18,14:00,0.017,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,9:00,1/8/18 3:00 PM,1/8/18,15:00,0.022,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,10:00,1/8/18 4:00 PM,1/8/18,16:00,0.023,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,11:00,1/8/18 5:00 PM,1/8/18,17:00,0.027,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,12:00,1/8/18 6:00 PM,1/8/18,18:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,13:00,1/8/18 7:00 PM,1/8/18,19:00,0.028,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,14:00,1/8/18 8:00 PM,1/8/18,20:00,0.026,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,15:00,1/8/18 9:00 PM,1/8/18,21:00,0.025,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,16:00,1/8/18 10:00 PM,1/8/18,22:00,0.02,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,17:00,1/8/18 11:00 PM,1/8/18,23:00,0.016,Parts per million
17,31,1,44201,1,41.670992,-87.732457,WGS84,Ozone,1/8/18,18:00,1/9/18 12:00 AM,1/9/18,0:00,0.014,Parts per million
